allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	GCA_029747675_1_ASM2974767v1_genomic	GCA_029747785_1_ASM2974778v1_genomic	GCA_029747985_1_ASM2974798v1_genomic	GCA_029952765_1_ASM2995276v1_genomic	GCA_030235225_1_ASM3023522v1_genomic	GCA_030235235_1_ASM3023523v1_genomic	GCA_030235265_1_ASM3023526v1_genomic	GCA_030235285_1_ASM3023528v1_genomic	GCA_030235295_1_ASM3023529v1_genomic	GCA_030235325_1_ASM3023532v1_genomic	GCA_030235345_1_ASM3023534v1_genomic	GCA_030235365_1_ASM3023536v1_genomic	GCA_030235385_1_ASM3023538v1_genomic	GCA_030235405_1_ASM3023540v1_genomic	GCA_030235425_1_ASM3023542v1_genomic	GCA_030235435_1_ASM3023543v1_genomic	GCA_030235465_1_ASM3023546v1_genomic	GCA_030235485_1_ASM3023548v1_genomic	GCA_030235505_1_ASM3023550v1_genomic	GCA_030235545_1_ASM3023554v1_genomic	GCA_030239725_1_ASM3023972v1_genomic	GCA_030239765_1_ASM3023976v1_genomic	GCA_030239785_1_ASM3023978v1_genomic	GCA_030239805_1_ASM3023980v1_genomic	GCA_030239825_1_ASM3023982v1_genomic	GCA_030239835_1_ASM3023983v1_genomic	GCA_030239865_1_ASM3023986v1_genomic	GCA_030239885_1_ASM3023988v1_genomic	GCA_030239895_1_ASM3023989v1_genomic	GCA_030239925_1_ASM3023992v1_genomic	GCA_030239935_1_ASM3023993v1_genomic	GCA_030239965_1_ASM3023996v1_genomic	GCA_030239985_1_ASM3023998v1_genomic	GCA_030240005_1_ASM3024000v1_genomic	GCA_030240015_1_ASM3024001v1_genomic	GCA_030240025_1_ASM3024002v1_genomic	GCA_030240065_1_ASM3024006v1_genomic	GCA_030240085_1_ASM3024008v1_genomic	GCA_030240105_1_ASM3024010v1_genomic	GCA_030240125_1_ASM3024012v1_genomic	GCA_030240135_1_ASM3024013v1_genomic	GCA_030240165_1_ASM3024016v1_genomic	GCA_030240185_1_ASM3024018v1_genomic
g00866_00006	g00866	NA	2'-5' RNA ligase	98	1	43	1	1	1	0	0	0	0	43	2'-5' RNA ligase(43)	NA(43)	513	516	515.51	197	2	CKFBNF_03805	PDKELN_03690	LKGPGJ_03710	NHAIDG_07985	JJKLOM_02885	KLBIAF_03595	PKJNML_08550	BJCJFD_04100	CJEPLJ_04580	NCGJEB_11645	FNBPHI_01370	AJPFBF_06940	IONAJF_04260	HDDGPA_11860	LGAECN_00165	KBFPKB_03730	NOBNEL_02730	BKGCNC_05815	DDPEJL_11365	CFCNNG_11365	LOBFBJ_11080	HJCBJE_05420	BDBJLG_00165	FMMFDJ_09720	GKNDCE_02965	FDHOFG_10285	CEFCCI_00485	KMLEIH_07525	NDPNHO_09685	OIKCCF_03145	EFBKIP_02205	CONBLF_09560	IAMNGM_03040	OCDEKD_05595	ABIDKG_08110	FIMDAF_11060	CNHFKG_06165	KGMBGA_04805	MLFLFD_05625	JAJJBD_06020	NOAGLL_06740	GHNCNC_08435	FPFKPL_01635
g02099_00005	g02099	NA	Integral membrane protein	95	2	43	1	1	1	0	0	0	0	43	Integral membrane protein(43)	NA(43)	1479	1479	1479.00	198	1	CKFBNF_03740	PDKELN_03625	LKGPGJ_03645	NHAIDG_08050	JJKLOM_02950	KLBIAF_03530	PKJNML_08485	BJCJFD_04035	CJEPLJ_04510	NCGJEB_11710	FNBPHI_01305	AJPFBF_07010	IONAJF_04195	HDDGPA_11925	LGAECN_00100	KBFPKB_02915	NOBNEL_02795	BKGCNC_05750	DDPEJL_11300	CFCNNG_11300	LOBFBJ_11015	HJCBJE_05355	BDBJLG_00100	FMMFDJ_10935	GKNDCE_03030	FDHOFG_10350	CEFCCI_00420	KMLEIH_07590	NDPNHO_09620	OIKCCF_03080	EFBKIP_02140	CONBLF_09495	IAMNGM_02975	OCDEKD_05660	ABIDKG_08175	FIMDAF_10995	CNHFKG_06230	KGMBGA_04875	MLFLFD_05695	JAJJBD_06085	NOAGLL_01460	GHNCNC_03700	FPFKPL_01570
g01932_00006	g01932	NA	DUF3017 domain-containing protein	98	1	43	1.02	1	2	0	1	0	1	44	DUF3017 domain-containing protein(44)	NA(44)	324	426	326.32	198	2	CKFBNF_03760	PDKELN_03645	LKGPGJ_03665	NHAIDG_08030	JJKLOM_02930	KLBIAF_03550	PKJNML_08505	BJCJFD_04055	CJEPLJ_04530	NCGJEB_11690	FNBPHI_01325	AJPFBF_06990	IONAJF_04215	HDDGPA_11905	LGAECN_00120	KBFPKB_03780;KBFPKB_02940	NOBNEL_02775	BKGCNC_05770	DDPEJL_11320	CFCNNG_11320	LOBFBJ_11035	HJCBJE_05375	BDBJLG_00120	FMMFDJ_10955	GKNDCE_03010	FDHOFG_10330	CEFCCI_00440	KMLEIH_07570	NDPNHO_09640	OIKCCF_03100	EFBKIP_02160	CONBLF_09515	IAMNGM_02995	OCDEKD_05640	ABIDKG_08155	FIMDAF_11015	CNHFKG_06210	KGMBGA_04855	MLFLFD_05675	JAJJBD_06065	NOAGLL_01480	GHNCNC_03720	FPFKPL_01590
g02134_00005	g02134	NA	Aspartate/methionine/tyrosine aminotransferase	95	2	43	1	1	1	0	0	0	0	43	Aspartate/methionine/tyrosine aminotransferase(43)	NA(43)	1188	1191	1190.23	199	1	CKFBNF_00700	PDKELN_00420	LKGPGJ_00430	NHAIDG_00550	JJKLOM_10570	KLBIAF_09205	PKJNML_03075	BJCJFD_05405	CJEPLJ_09010	NCGJEB_03765	FNBPHI_10175	AJPFBF_06570	IONAJF_10965	HDDGPA_02630	LGAECN_02355	KBFPKB_02410	NOBNEL_03265	BKGCNC_11505	DDPEJL_01405	CFCNNG_01190	LOBFBJ_05395	HJCBJE_03840	BDBJLG_02035	FMMFDJ_07740	GKNDCE_01400	FDHOFG_07575	CEFCCI_06005	KMLEIH_03655	NDPNHO_06050	OIKCCF_02740	EFBKIP_05580	CONBLF_03410	IAMNGM_10390	OCDEKD_05435	ABIDKG_02425	FIMDAF_09435	CNHFKG_04395	KGMBGA_09160	MLFLFD_03555	JAJJBD_03835	NOAGLL_01980	GHNCNC_00570	FPFKPL_11640
g01674_00005	g01674	NA	ABC-type sugar transport system%2C permease component	95	2	43	1	1	1	0	0	0	0	43	ABC-type sugar transport system%2C permease component(43)	NA(43)	936	1008	993.21	199	2	CKFBNF_00665	PDKELN_00385	LKGPGJ_00395	NHAIDG_00515	JJKLOM_07910	KLBIAF_09165	PKJNML_03110	BJCJFD_05440	CJEPLJ_09045	NCGJEB_03730	FNBPHI_08050	AJPFBF_06605	IONAJF_10930	HDDGPA_02600	LGAECN_08310	KBFPKB_02390	NOBNEL_03300	BKGCNC_11540	DDPEJL_01440	CFCNNG_01155	LOBFBJ_05370	HJCBJE_03875	BDBJLG_07760	FMMFDJ_07780	GKNDCE_01430	FDHOFG_07600	CEFCCI_06040	KMLEIH_03635	NDPNHO_06015	OIKCCF_02705	EFBKIP_07795	CONBLF_03445	IAMNGM_05940	OCDEKD_05460	ABIDKG_02405	FIMDAF_05250	CNHFKG_04420	KGMBGA_09125	MLFLFD_03515	JAJJBD_03860	NOAGLL_02015	GHNCNC_00535	FPFKPL_11605
g01763_00003	g01763	NA	Uncharacterized membrane protein YphA%2C DoxX/SURF4 family	80	2	43	1	1	1	0	0	0	0	43	Uncharacterized membrane protein YphA%2C DoxX/SURF4 family(42):hypothetical protein(1)	NA(43)	612	756	615.35	200	1	CKFBNF_04530	PDKELN_04555	LKGPGJ_04570	NHAIDG_07085	JJKLOM_00770	KLBIAF_02445	PKJNML_01350	BJCJFD_04795	CJEPLJ_08770	NCGJEB_08160	FNBPHI_00780	AJPFBF_04315	IONAJF_01660	HDDGPA_01185	LGAECN_00850	KBFPKB_08465	NOBNEL_04550	BKGCNC_00395	DDPEJL_10350	CFCNNG_10345	LOBFBJ_08770	HJCBJE_11700	BDBJLG_00850	FMMFDJ_02205	GKNDCE_04680	FDHOFG_08325	CEFCCI_01350	KMLEIH_10675	NDPNHO_11060	OIKCCF_11065	EFBKIP_08415	CONBLF_08095	IAMNGM_00770	OCDEKD_04750	ABIDKG_06745	FIMDAF_07285	CNHFKG_07480	KGMBGA_03935	MLFLFD_04915	JAJJBD_07255	NOAGLL_07685	GHNCNC_07740	FPFKPL_02475
g01003_00006	g01003	NA	Protein thiol-disulfide isomerase DsbC	98	1	43	1	1	1	0	0	0	0	43	Protein thiol-disulfide isomerase DsbC(42):thioredoxin domain-containing protein(1)	NA(43)	282	795	783.07	200	2	CKFBNF_04525	PDKELN_04550	LKGPGJ_04565	NHAIDG_07090	JJKLOM_00775	KLBIAF_02440	PKJNML_01355	BJCJFD_04790	CJEPLJ_08765	NCGJEB_08155	FNBPHI_00775	AJPFBF_04310	IONAJF_01665	HDDGPA_01180	LGAECN_00845	KBFPKB_08460	NOBNEL_04555	BKGCNC_00390	DDPEJL_10345	CFCNNG_10340	LOBFBJ_08765	HJCBJE_11705	BDBJLG_00845	FMMFDJ_02210	GKNDCE_04685	FDHOFG_08320	CEFCCI_01345	KMLEIH_10670	NDPNHO_11065	OIKCCF_11070	EFBKIP_08410	CONBLF_08090	IAMNGM_00775	OCDEKD_04755	ABIDKG_06740	FIMDAF_07290	CNHFKG_07485	KGMBGA_03940	MLFLFD_04920	JAJJBD_07260	NOAGLL_07680	GHNCNC_07745	FPFKPL_02470
g00700_00006	g00700	NA	Hypothetical membrane anchored protein	98	1	43	1	1	1	0	0	0	0	43	Hypothetical membrane anchored protein(43)	NA(43)	204	204	204.00	201	1	CKFBNF_05825	PDKELN_05810	LKGPGJ_05825	NHAIDG_06000	JJKLOM_06415	KLBIAF_11200	PKJNML_00025	BJCJFD_00030	CJEPLJ_03330	NCGJEB_00795	FNBPHI_04060	AJPFBF_02255	IONAJF_06175	HDDGPA_08750	LGAECN_02120	KBFPKB_06390	NOBNEL_01275	BKGCNC_05965	DDPEJL_06345	CFCNNG_06490	LOBFBJ_03960	HJCBJE_04395	BDBJLG_02945	FMMFDJ_06440	GKNDCE_07475	FDHOFG_00025	CEFCCI_10525	KMLEIH_03065	NDPNHO_07000	OIKCCF_01200	EFBKIP_11385	CONBLF_10070	IAMNGM_06080	OCDEKD_00025	ABIDKG_07580	FIMDAF_01815	CNHFKG_04835	KGMBGA_07645	MLFLFD_01225	JAJJBD_05945	NOAGLL_09910	GHNCNC_06560	FPFKPL_04675
g00545_00006	g00545	NA	Amino acid-binding ACT	98	1	43	1	1	1	0	0	0	0	43	Amino acid-binding ACT(43)	NA(43)	627	627	627.00	201	2	CKFBNF_05830	PDKELN_05815	LKGPGJ_05830	NHAIDG_05995	JJKLOM_06420	KLBIAF_11205	PKJNML_00030	BJCJFD_00035	CJEPLJ_03325	NCGJEB_00790	FNBPHI_04055	AJPFBF_02250	IONAJF_06170	HDDGPA_08745	LGAECN_02125	KBFPKB_06385	NOBNEL_01270	BKGCNC_05960	DDPEJL_06350	CFCNNG_06495	LOBFBJ_03965	HJCBJE_04390	BDBJLG_02940	FMMFDJ_06445	GKNDCE_07480	FDHOFG_00030	CEFCCI_10530	KMLEIH_03060	NDPNHO_06995	OIKCCF_01195	EFBKIP_11380	CONBLF_10065	IAMNGM_06085	OCDEKD_00030	ABIDKG_07575	FIMDAF_01810	CNHFKG_04840	KGMBGA_07640	MLFLFD_01220	JAJJBD_05940	NOAGLL_09905	GHNCNC_06555	FPFKPL_04680
g01509_00006	g01509	NA	aconitate hydratase AcnA	98	1	43	1.02	1	2	0	1	0	1	44	aconitate hydratase AcnA(42):hypothetical protein(1):2-methylisocitrate dehydratase(1)	NA(44)	462	2673	2598.41	202	1	CKFBNF_06715	PDKELN_06685	LKGPGJ_06700	NHAIDG_04970	JJKLOM_03695	KLBIAF_04240	PKJNML_00870	BJCJFD_00925	CJEPLJ_00620	NCGJEB_01285	FNBPHI_04480	AJPFBF_01760	IONAJF_00220	HDDGPA_10390	LGAECN_04165	KBFPKB_04130;KBFPKB_07030	NOBNEL_00380	BKGCNC_08400	DDPEJL_02390	CFCNNG_02385	LOBFBJ_04800	HJCBJE_01655	BDBJLG_07275	FMMFDJ_01445	GKNDCE_10845	FDHOFG_00865	CEFCCI_02860	KMLEIH_06395	NDPNHO_01135	OIKCCF_00195	EFBKIP_04170	CONBLF_01735	IAMNGM_03505	OCDEKD_00925	ABIDKG_00810	FIMDAF_04490	CNHFKG_05735	KGMBGA_02550	MLFLFD_00380	JAJJBD_05045	NOAGLL_05560	GHNCNC_05720	FPFKPL_05505
g00908_00006	g00908	NA	putative arabinose efflux permease AraJ%2C MFS family	98	1	43	1	1	1	0	0	0	0	43	putative arabinose efflux permease AraJ%2C MFS family(43)	NA(43)	1197	1431	1423.60	202	2	CKFBNF_06720	PDKELN_06690	LKGPGJ_06705	NHAIDG_04965	JJKLOM_03690	KLBIAF_04245	PKJNML_00875	BJCJFD_00930	CJEPLJ_00625	NCGJEB_01290	FNBPHI_04475	AJPFBF_01755	IONAJF_00225	HDDGPA_10395	LGAECN_04170	KBFPKB_07025	NOBNEL_00375	BKGCNC_08405	DDPEJL_02385	CFCNNG_02380	LOBFBJ_04805	HJCBJE_01660	BDBJLG_07280	FMMFDJ_01440	GKNDCE_10850	FDHOFG_00870	CEFCCI_02855	KMLEIH_06400	NDPNHO_01140	OIKCCF_00190	EFBKIP_04165	CONBLF_01730	IAMNGM_03500	OCDEKD_00930	ABIDKG_00815	FIMDAF_04495	CNHFKG_05740	KGMBGA_02545	MLFLFD_00375	JAJJBD_05040	NOAGLL_05555	GHNCNC_05715	FPFKPL_05510
g00205_00006	g00205	NA	Superfamily II RNA helicase	98	1	43	1	1	1	0	0	0	0	43	Superfamily II RNA helicase(43)	NA(43)	2802	2802	2802.00	203	1	CKFBNF_07130	PDKELN_07110	LKGPGJ_07125	NHAIDG_04525	JJKLOM_02005	KLBIAF_11130	PKJNML_06965	BJCJFD_08680	CJEPLJ_06030	NCGJEB_08810	FNBPHI_09245	AJPFBF_10415	IONAJF_09255	HDDGPA_12390	LGAECN_04845	KBFPKB_05050	NOBNEL_05415	BKGCNC_08815	DDPEJL_05335	CFCNNG_05475	LOBFBJ_01340	HJCBJE_04045	BDBJLG_05800	FMMFDJ_05630	GKNDCE_05370	FDHOFG_05200	CEFCCI_07205	KMLEIH_06815	NDPNHO_05405	OIKCCF_06060	EFBKIP_03770	CONBLF_04090	IAMNGM_08725	OCDEKD_04135	ABIDKG_05280	FIMDAF_05965	CNHFKG_04775	KGMBGA_02070	MLFLFD_01290	JAJJBD_04365	NOAGLL_05970	GHNCNC_05300	FPFKPL_06080
g00652_00006	g00652	NA	Quinol monooxygenase YgiN	98	1	43	1	1	1	0	0	0	0	43	Quinol monooxygenase YgiN(43)	NA(43)	378	378	378.00	203	2	CKFBNF_07125	PDKELN_07105	LKGPGJ_07120	NHAIDG_04530	JJKLOM_02010	KLBIAF_11135	PKJNML_06970	BJCJFD_08675	CJEPLJ_06025	NCGJEB_08815	FNBPHI_09250	AJPFBF_10420	IONAJF_09260	HDDGPA_12385	LGAECN_04850	KBFPKB_05055	NOBNEL_05410	BKGCNC_08810	DDPEJL_05330	CFCNNG_05470	LOBFBJ_01345	HJCBJE_04040	BDBJLG_05795	FMMFDJ_05625	GKNDCE_05365	FDHOFG_05195	CEFCCI_07200	KMLEIH_06810	NDPNHO_05400	OIKCCF_06055	EFBKIP_03765	CONBLF_04085	IAMNGM_08720	OCDEKD_04140	ABIDKG_05275	FIMDAF_05960	CNHFKG_04780	KGMBGA_02075	MLFLFD_01285	JAJJBD_04360	NOAGLL_05965	GHNCNC_05305	FPFKPL_06075
g01717_00005	g01717	NA	Protein tyrosine/serine phosphatase Oca4	95	2	43	1	1	1	0	0	0	0	43	Protein tyrosine/serine phosphatase Oca4(43)	NA(43)	816	846	822.28	204	1	CKFBNF_04300	PDKELN_04140	LKGPGJ_04160	NHAIDG_07510	JJKLOM_05935	KLBIAF_10090	PKJNML_01595	BJCJFD_04545	CJEPLJ_08540	NCGJEB_07935	FNBPHI_05565	AJPFBF_00860	IONAJF_01885	HDDGPA_09135	LGAECN_00625	KBFPKB_10380	NOBNEL_04775	BKGCNC_00170	DDPEJL_05120	CFCNNG_02560	LOBFBJ_03420	HJCBJE_02905	BDBJLG_00625	FMMFDJ_09280	GKNDCE_01640	FDHOFG_04965	CEFCCI_00930	KMLEIH_07080	NDPNHO_05775	OIKCCF_06005	EFBKIP_01795	CONBLF_02695	IAMNGM_05260	OCDEKD_05000	ABIDKG_06520	FIMDAF_02015	CNHFKG_07725	KGMBGA_04345	MLFLFD_05165	JAJJBD_07500	NOAGLL_07180	GHNCNC_07990	FPFKPL_02075
g00666_00006	g00666	NA	UDP-N-acetylmuramyl tripeptide synthase	98	1	43	1	1	1	0	0	0	0	43	UDP-N-acetylmuramyl tripeptide synthase(43)	NA(43)	1323	1323	1323.00	204	2	CKFBNF_04295	PDKELN_04135	LKGPGJ_04155	NHAIDG_07515	JJKLOM_05930	KLBIAF_10095	PKJNML_01600	BJCJFD_04540	CJEPLJ_08535	NCGJEB_07930	FNBPHI_05560	AJPFBF_00855	IONAJF_01890	HDDGPA_09130	LGAECN_00620	KBFPKB_10375	NOBNEL_04780	BKGCNC_00165	DDPEJL_05125	CFCNNG_02565	LOBFBJ_03415	HJCBJE_02910	BDBJLG_00620	FMMFDJ_09285	GKNDCE_01645	FDHOFG_04960	CEFCCI_00925	KMLEIH_07085	NDPNHO_05780	OIKCCF_06000	EFBKIP_01800	CONBLF_02700	IAMNGM_05255	OCDEKD_05005	ABIDKG_06515	FIMDAF_02010	CNHFKG_07730	KGMBGA_04350	MLFLFD_05170	JAJJBD_07505	NOAGLL_07175	GHNCNC_07995	FPFKPL_02070
g01014_00006	g01014	NA	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	98	1	43	1	1	1	0	0	0	0	43	16S rRNA (cytidine(1402)-2'-O)-methyltransferase(43)	NA(43)	879	951	942.63	205	1	CKFBNF_08990	PDKELN_08990	LKGPGJ_09005	NHAIDG_02560	JJKLOM_01085	KLBIAF_07015	PKJNML_03265	BJCJFD_08135	CJEPLJ_05590	NCGJEB_10980	FNBPHI_08840	AJPFBF_09190	IONAJF_10550	HDDGPA_03700	LGAECN_09105	KBFPKB_11350	NOBNEL_07975	BKGCNC_09285	DDPEJL_03850	CFCNNG_05185	LOBFBJ_03150	HJCBJE_06520	BDBJLG_09345	FMMFDJ_03965	GKNDCE_06050	FDHOFG_03280	CEFCCI_09640	KMLEIH_01705	NDPNHO_05210	OIKCCF_05720	EFBKIP_05515	CONBLF_05310	IAMNGM_01085	OCDEKD_10220	ABIDKG_11520	FIMDAF_11940	CNHFKG_00190	KGMBGA_01585	MLFLFD_03800	JAJJBD_00190	NOAGLL_03740	GHNCNC_08840	FPFKPL_12090
g01269_00006	g01269	NA	3'->5' ssDNA/RNA exonuclease TatD	98	1	43	1.02	1	2	1	1	1	1	44	3'->5' ssDNA/RNA exonuclease TatD(42):TatD family hydrolase(2):hypothetical protein(1)	NA(45)	432	1029	970.67	205	2	CKFBNF_08985	PDKELN_08985	LKGPGJ_09000	NHAIDG_02565	JJKLOM_01090	KLBIAF_07010	PKJNML_03260	BJCJFD_08140	CJEPLJ_05585	NCGJEB_10985	FNBPHI_08835	AJPFBF_09195	IONAJF_10555	HDDGPA_03695	LGAECN_09110	(KBFPKB_09750:KBFPKB_09745);KBFPKB_11345	NOBNEL_07980	BKGCNC_09290	DDPEJL_03855	CFCNNG_05190	LOBFBJ_03145	HJCBJE_06515	BDBJLG_09350	FMMFDJ_03970	GKNDCE_06055	FDHOFG_03285	CEFCCI_09635	KMLEIH_01700	NDPNHO_05215	OIKCCF_05715	EFBKIP_05520	CONBLF_05305	IAMNGM_01090	OCDEKD_10225	ABIDKG_11525	FIMDAF_11945	CNHFKG_00195	KGMBGA_01590	MLFLFD_03795	JAJJBD_00195	NOAGLL_03735	GHNCNC_08835	FPFKPL_12095
g01851_00003	g01851	NA	LytR/CpsA/Psr regulator C-terminal domain-containing protein	80	2	43	1	1	1	0	0	0	0	43	LytR/CpsA/Psr regulator C-terminal domain-containing protein(42):hypothetical protein(1)	NA(43)	312	600	593.30	206	1	CKFBNF_10385	PDKELN_10035	LKGPGJ_10050	NHAIDG_10310	JJKLOM_05685	KLBIAF_06480	PKJNML_07375	BJCJFD_05715	CJEPLJ_07690	NCGJEB_06980	FNBPHI_05315	AJPFBF_06825	IONAJF_08180	HDDGPA_00785	LGAECN_08135	KBFPKB_08095	NOBNEL_06010	BKGCNC_06765	DDPEJL_08955	CFCNNG_09050	LOBFBJ_09750	HJCBJE_07045	BDBJLG_06295	FMMFDJ_01745	GKNDCE_08350	FDHOFG_03440	CEFCCI_11050	KMLEIH_02495	NDPNHO_10695	OIKCCF_06725	EFBKIP_06315	CONBLF_06945	IAMNGM_05010	OCDEKD_08515	ABIDKG_05895	FIMDAF_08350	CNHFKG_02670	KGMBGA_12500	MLFLFD_02075	JAJJBD_08835	NOAGLL_10935	GHNCNC_09995	FPFKPL_07505
g00889_00006	g00889	NA	tRNA adenosine(34) deaminase TadA	98	1	43	1	1	1	0	0	0	0	43	tRNA adenosine(34) deaminase TadA(43)	NA(43)	432	453	433.95	206	2	CKFBNF_10405	PDKELN_10055	LKGPGJ_10070	NHAIDG_10330	JJKLOM_05705	KLBIAF_06460	PKJNML_07395	BJCJFD_05735	CJEPLJ_07670	NCGJEB_07000	FNBPHI_05335	AJPFBF_06845	IONAJF_07850	HDDGPA_00765	LGAECN_08115	KBFPKB_08115	NOBNEL_06030	BKGCNC_07610	DDPEJL_08935	CFCNNG_09030	LOBFBJ_09730	HJCBJE_07025	BDBJLG_06315	FMMFDJ_01725	GKNDCE_08330	FDHOFG_03420	CEFCCI_11030	KMLEIH_02515	NDPNHO_10675	OIKCCF_06745	EFBKIP_06335	CONBLF_06925	IAMNGM_05030	OCDEKD_08495	ABIDKG_05915	FIMDAF_08370	CNHFKG_02650	KGMBGA_12480	MLFLFD_02055	JAJJBD_08815	NOAGLL_10915	GHNCNC_10015	FPFKPL_07485
g01222_00002	g01222	NA	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	70	5	43	1	1	1	0	0	0	0	43	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD(43)	NA(43)	1221	1278	1238.51	207	1	CKFBNF_11080	PDKELN_10850	LKGPGJ_10865	NHAIDG_11090	JJKLOM_05310	KLBIAF_08240	PKJNML_01950	BJCJFD_04970	CJEPLJ_08100	NCGJEB_08335	FNBPHI_10750	AJPFBF_04715	IONAJF_08990	HDDGPA_00040	LGAECN_08530	KBFPKB_07565	NOBNEL_07055	BKGCNC_04050	DDPEJL_05490	CFCNNG_05630	LOBFBJ_02255	HJCBJE_06900	BDBJLG_02545	FMMFDJ_10350	GKNDCE_04075	FDHOFG_02075	CEFCCI_10455	KMLEIH_04145	NDPNHO_06265	OIKCCF_08305	EFBKIP_05870	CONBLF_05925	IAMNGM_07395	OCDEKD_07835	ABIDKG_05765	FIMDAF_01290	CNHFKG_01985	KGMBGA_08690	MLFLFD_10175	JAJJBD_08145	NOAGLL_10490	GHNCNC_10770	FPFKPL_11075
g01800_00003	g01800	NA	riboflavin synthase	80	2	43	1	1	1	0	0	0	0	43	riboflavin synthase(43)	NA(43)	663	690	663.63	207	2	CKFBNF_11075	PDKELN_10845	LKGPGJ_10860	NHAIDG_11085	JJKLOM_05305	KLBIAF_08235	PKJNML_01945	BJCJFD_04965	CJEPLJ_08105	NCGJEB_08340	FNBPHI_10745	AJPFBF_04720	IONAJF_08995	HDDGPA_00045	LGAECN_08525	KBFPKB_07570	NOBNEL_07050	BKGCNC_04045	DDPEJL_05485	CFCNNG_05625	LOBFBJ_02260	HJCBJE_06895	BDBJLG_02540	FMMFDJ_10355	GKNDCE_04080	FDHOFG_02080	CEFCCI_10460	KMLEIH_04140	NDPNHO_06270	OIKCCF_08300	EFBKIP_05865	CONBLF_05920	IAMNGM_07390	OCDEKD_07840	ABIDKG_05760	FIMDAF_01285	CNHFKG_01990	KGMBGA_08695	MLFLFD_10170	JAJJBD_08150	NOAGLL_10495	GHNCNC_10765	FPFKPL_11070
g02491_00006	g02491	NA	PH domain-containing protein	98	1	43	1.02	1	2	0	1	0	1	44	PH domain-containing protein(44)	NA(44)	663	663	663.00	208	1	CKFBNF_04680	PDKELN_04705	LKGPGJ_04720	NHAIDG_06935	JJKLOM_00620	KLBIAF_05870	PKJNML_06395	BJCJFD_06230	CJEPLJ_07385	NCGJEB_08720	FNBPHI_02035	AJPFBF_03875	IONAJF_05065	HDDGPA_05230	LGAECN_01045	KBFPKB_08505;KBFPKB_08590	NOBNEL_04400	BKGCNC_00545	DDPEJL_10500	CFCNNG_10495	LOBFBJ_08920	HJCBJE_05810	BDBJLG_01045	FMMFDJ_02055	GKNDCE_04530	FDHOFG_08475	CEFCCI_01500	KMLEIH_10825	NDPNHO_10910	OIKCCF_05115	EFBKIP_08565	CONBLF_08245	IAMNGM_00620	OCDEKD_04600	ABIDKG_06895	FIMDAF_07085	CNHFKG_07330	KGMBGA_03775	MLFLFD_04765	JAJJBD_07105	NOAGLL_04200	GHNCNC_07590	FPFKPL_02625
g01475_00003	g01475	NA	Membrane protein	80	2	43	1.02	1	2	3	1	3	1	44	Membrane protein(44):DUF3185 domain-containing protein(2):hypothetical protein(1)	NA(47)	189	621	574.85	208	2	CKFBNF_04690	PDKELN_04715	LKGPGJ_04730	NHAIDG_06925	(JJKLOM_00605:JJKLOM_00610)	KLBIAF_05860	PKJNML_06405	BJCJFD_06240	CJEPLJ_07395	NCGJEB_08730	FNBPHI_02045	AJPFBF_03885	IONAJF_05075	HDDGPA_05240	LGAECN_01055	(KBFPKB_08490:KBFPKB_08495);KBFPKB_08600	NOBNEL_04390	BKGCNC_00555	DDPEJL_10510	CFCNNG_10505	LOBFBJ_08930	HJCBJE_05800	BDBJLG_01055	FMMFDJ_02045	GKNDCE_04520	FDHOFG_08485	CEFCCI_01510	KMLEIH_10835	NDPNHO_10900	OIKCCF_05125	EFBKIP_08575	CONBLF_08255	(IAMNGM_00605:IAMNGM_00610)	OCDEKD_04590	ABIDKG_06905	FIMDAF_07075	CNHFKG_07320	KGMBGA_03765	MLFLFD_04755	JAJJBD_07095	NOAGLL_04210	GHNCNC_07580	FPFKPL_02635
g00087_00006	g00087	NA	Transcriptional regulator WhiB	98	1	43	1	1	1	0	0	0	0	43	Transcriptional regulator WhiB(43)	NA(43)	249	249	249.00	209	1	CKFBNF_05585	PDKELN_05550	LKGPGJ_05565	NHAIDG_06245	JJKLOM_01845	KLBIAF_00545	PKJNML_05000	BJCJFD_07005	CJEPLJ_10950	NCGJEB_06595	FNBPHI_06825	AJPFBF_06075	IONAJF_03350	HDDGPA_12140	LGAECN_08290	KBFPKB_01315	NOBNEL_07460	BKGCNC_01310	DDPEJL_09705	CFCNNG_09710	LOBFBJ_10235	HJCBJE_03395	BDBJLG_03035	FMMFDJ_04640	GKNDCE_10445	FDHOFG_09300	CEFCCI_02275	KMLEIH_11330	NDPNHO_07230	OIKCCF_10510	EFBKIP_11620	CONBLF_10305	IAMNGM_01835	OCDEKD_09825	ABIDKG_09985	FIMDAF_02905	CNHFKG_09330	KGMBGA_07915	MLFLFD_02840	JAJJBD_10030	NOAGLL_04965	GHNCNC_06800	FPFKPL_10415
